Env,Hybrid,Yield_Mg_ha
DEH1_2024,GEMS-0219_FBLL_0005/PHP02,9.097460659
DEH1_2024,GEMS-0219_FBLL_0006/LH287,9.974617962
DEH1_2024,GEMS-0219_FBLL_0006/PHP02,7.824579417
DEH1_2024,GEMS-0219_FBLL_0007/PHP02,7.67006525
DEH1_2024,GEMS-0219_FBLL_0008/LH287,9.214898674
DEH1_2024,GEMS-0219_FBLL_0008/PHP02,8.573375094
DEH1_2024,GEMS-0219_FBLL_0009/PHP02,8.634113573
DEH1_2024,GEMS-0219_FBLL_0010/PHP02,8.239417132
DEH1_2024,GEMS-0219_FBLL_0011/LH287,11.92694219
DEH1_2024,GEMS-0219_FBLL_0012/LH287,10.57195483
DEH1_2024,GEMS-0219_FBLL_0012/PHP02,7.534464345
DEH1_2024,GEMS-0219_FBLL_0013/LH287,11.64119429
DEH1_2024,GEMS-0219_FBLL_0013/PHP02,8.49154114
DEH1_2024,GEMS-0219_FBLL_0015/LH287,10.27034043
DEH1_2024,GEMS-0219_FBLL_0015/PHP02,6.259897857
DEH1_2024,GEMS-0219_FBLL_0017/PHP02,5.837435126
DEH1_2024,GEMS-0219_FBLL_0018/LH287,9.596845528
DEH1_2024,GEMS-0219_FBLL_0019/PHP02,3.797031517
DEH1_2024,GEMS-0219_FBLL_0020/LH287,12.31661753
DEH1_2024,GEMS-0219_FBLL_0020/PHP02,8.764397395
DEH1_2024,GEMS-0219_FBLL_0021/PHP02,8.355814063
DEH1_2024,GEMS-0219_FBLL_0022/PHP02,8.037322013
DEH1_2024,GEMS-0219_FBLL_0023/LH287,13.68052343
DEH1_2024,GEMS-0219_FBLL_0025/LH287,12.60472578
DEH1_2024,GEMS-0219_FBLL_0025/PHP02,7.257884601
DEH1_2024,GEMS-0219_FBLL_0027/PHP02,4.976880427
DEH1_2024,GEMS-0219_FBLL_0028/LH287,12.53391948
DEH1_2024,GEMS-0219_FBLL_0030/PHP02,6.052312892
DEH1_2024,GEMS-0219_PHB47_0001/LH287,10.5607276
DEH1_2024,GEMS-0219_PHB47_0001/PHP02,7.244637704
DEH1_2024,GEMS-0219_PHB47_0002/PHP02,8.697391203
DEH1_2024,GEMS-0219_PHB47_0003/LH287,7.653809176
DEH1_2024,GEMS-0219_PHB47_0003/PHP02,5.749810968
DEH1_2024,GEMS-0219_PHB47_0004/PHP02,7.76041496
DEH1_2024,GEMS-0219_PHB47_0006/LH287,10.56510577
DEH1_2024,GEMS-0219_PHB47_0006/PHP02,8.889805465
DEH1_2024,GEMS-0219_PHB47_0011/PHP02,8.458846889
DEH1_2024,GEMS-0219_PHB47_0014/LH287,12.1140061
DEH1_2024,GEMS-0219_PHB47_0017/LH287,9.795282324
DEH1_2024,GEMS-0219_PHBW8_0001/LH287,9.173860771
DEH1_2024,GEMS-0219_PHBW8_0001/PHP02,8.158308666
DEH1_2024,GEMS-0219_PHBW8_0002/PHP02,7.160228138
DEH1_2024,GEMS-0219_PHBW8_0003/LH287,11.25766466
DEH1_2024,GEMS-0219_PHBW8_0003/PHP02,8.493978106
DEH1_2024,GEMS-0219_PHBW8_0004/PHP02,6.276072205
DEH1_2024,GEMS-0219_PHBW8_0006/PHP02,5.725245996
DEH1_2024,GEMS-0219_PHBW8_0008/LH287,5.126251311
DEH1_2024,GEMS-0219_PHBW8_0008/PHP02,5.763365602
DEH1_2024,GEMS-0227_3AZA1_0002/PHP02,5.106331165
DEH1_2024,GEMS-0227_3AZA1_0003/LH287,10.74936535
DEH1_2024,GEMS-0227_3AZA1_0003/PHP02,5.977610917
DEH1_2024,GEMS-0227_3AZA1_0004/PHP02,6.970088322
DEH1_2024,GEMS-0227_3AZA1_0006/PHP02,5.228976909
DEH1_2024,GEMS-0227_3AZA1_0007/LH287,10.58026118
DEH1_2024,GEMS-0227_3AZA1_0007/PHP02,6.7647695
DEH1_2024,GEMS-0227_3AZA1_0008/LH287,10.15758111
DEH1_2024,GEMS-0227_3AZA1_0008/PHP02,6.770915281
DEH1_2024,GEMS-0227_3AZA1_0009/PHP02,6.665434594
DEH1_2024,GEMS-0227_3AZA1_0010/LH287,8.790226846
DEH1_2024,GEMS-0227_3AZA1_0011/PHP02,9.079479543
DEH1_2024,GEMS-0227_3AZA1_0012/PHP02,8.104793225
DEH1_2024,GEMS-0227_3AZA1_0013/LH287,8.930801734
DEH1_2024,GEMS-0227_3AZA1_0013/PHP02,8.145592835
DEH1_2024,GEMS-0227_3AZA1_0014/LH287,10.26949625
DEH1_2024,GEMS-0227_3AZA1_0015/PHP02,5.543700835
DEH1_2024,GEMS-0227_3AZA1_0016/LH287,10.16805379
DEH1_2024,GEMS-0227_3AZA1_0016/PHP02,7.810937574
DEH1_2024,GEMS-0227_3AZA1_0017/LH287,10.32762746
DEH1_2024,GEMS-0227_3AZA1_0018/LH287,10.64493363
DEH1_2024,GEMS-0227_3AZA1_0018/PHP02,7.625147626
DEH1_2024,GEMS-0227_3AZA1_0022/LH287,10.80336351
DEH1_2024,GEMS-0227_3AZA1_0023/LH287,10.69505621
DEH1_2024,GEMS-0227_3AZA1_0024/LH287,8.041429675
DEH1_2024,GEMS-0227_3AZA1_0025/PHP02,8.380932884
DEH1_2024,GEMS-0227_3AZA1_0029/LH287,9.965789089
DEH1_2024,GEMS-0227_3AZA1_0029/PHP02,5.690658654
DEH1_2024,GEMS-0227_3AZA1_0030/LH287,9.104337432
DEH1_2024,GEMS-0227_3AZA1_0030/PHP02,6.063482585
DEH1_2024,GEMS-0227_3AZA1_0031/LH287,6.628068175
DEH1_2024,GEMS-0227_3AZA1_0034/PHP02,8.484912128
DEH1_2024,GEMS-0227_3AZA1_0035/LH287,9.400865293
DEH1_2024,GEMS-0227_3AZA1_0036/PHP02,7.380365385
DEH1_2024,GEMS-0227_3AZA1_0040/LH287,9.841946833
DEH1_2024,GEMS-0227_3AZA1_0040/PHP02,5.518346366
DEH1_2024,GEMS-0227_3AZA1_0043/LH287,7.757480257
DEH1_2024,GEMS-0227_3AZA1_0043/PHP02,6.176508259
DEH1_2024,GEMS-0227_3AZA1_0045/PHP02,7.396789446
DEH1_2024,GEMS-0227_3AZA1_0046/PHP02,5.360890607
DEH1_2024,GEMS-0227_3AZA1_0049/PHP02,8.3100336
DEH1_2024,GEMS-0227_FBLL_0001/LH287,11.20063254
DEH1_2024,GEMS-0227_FBLL_0002/LH287,9.009097761
DEH1_2024,GEMS-0227_FBLL_0002/PHP02,5.959976078
DEH1_2024,GEMS-0227_FBLL_0004/LH287,12.57523313
DEH1_2024,GEMS-0227_FBLL_0004/PHP02,9.124246771
DEH1_2024,GEMS-0227_FBLL_0005/LH287,9.87894769
DEH1_2024,GEMS-0227_FBLL_0005/PHP02,8.221429567
DEH1_2024,GEMS-0227_FBLL_0008/LH287,10.99709992
DEH1_2024,GEMS-0227_FBLL_0010/LH287,8.454870488
DEH1_2024,GEMS-0227_FBLL_0010/PHP02,5.921290749
DEH1_2024,GEMS-0227_FBLL_0013/LH287,6.519683755
DEH1_2024,GEMS-0227_FBLL_0014/LH287,10.68968082
DEH1_2024,GEMS-0227_FBLL_0014/PHP02,5.955338661
DEH1_2024,GEMS-0227_FBLL_0015/PHP02,9.01607924
DEH1_2024,GEMS-0227_FBLL_0017/LH287,8.191239115
DEH1_2024,GEMS-0227_FBLL_0017/PHP02,8.307695832
DEH1_2024,GEMS-0227_FBLL_0018/PHP02,11.33130583
DEH1_2024,GEMS-0227_FBLL_0020/PHP02,9.960331026
DEH1_2024,GEMS-0227_FBLL_0021/LH287,8.51831293
DEH1_2024,GEMS-0227_FBLL_0021/PHP02,9.168818937
DEH1_2024,GEMS-0227_FBLL_0022/PHP02,7.495519816
DEH1_2024,GEMS-0227_FBLL_0023/LH287,10.36856418
DEH1_2024,GEMS-0227_FBLL_0025/PHP02,8.53661096
DEH1_2024,GEMS-0227_FBLL_0026/LH287,11.50280337
DEH1_2024,GEMS-0227_FBLL_0026/PHP02,8.035400566
DEH1_2024,GEMS-0227_FBLL_0027/PHP02,10.02415241
DEH1_2024,GEMS-0227_FBLL_0028/LH287,13.77066985
DEH1_2024,GEMS-0227_FBLL_0028/PHP02,8.390453416
DEH1_2024,GEMS-0227_FBLL_0029/LH287,9.710690986
DEH1_2024,GEMS-0227_FBLL_0030/PHP02,9.407771946
DEH1_2024,GEMS-0227_FBLL_0032/PHP02,7.927696283
DEH1_2024,GEMS-0227_FBLL_0033/PHP02,9.573938164
DEH1_2024,GEMS-0227_FBLL_0034/LH287,12.1930197
DEH1_2024,GEMS-0227_FBLL_0034/PHP02,8.722417866
DEH1_2024,GEMS-0227_FBLL_0035/PHP02,9.217200666
DEH1_2024,GEMS-0227_FBLL_0036/PHP02,6.856392773
DEH1_2024,GEMS-0227_FBLL_0037/PHP02,7.87675303
DEH1_2024,GEMS-0227_FBLL_0038/PHP02,9.86260152
DEH1_2024,GEMS-0227_FBLL_0039/LH287,12.14216893
DEH1_2024,GEMS-0227_FBLL_0040/PHP02,6.452391633
DEH1_2024,GEMS-0227_FBLL_0041/LH287,5.501482637
DEH1_2024,GEMS-0227_FBLL_0041/PHP02,7.323276311
DEH1_2024,GEMS-0227_FBLL_0042/LH287,10.5104126
DEH1_2024,GEMS-0227_FBLL_0043/LH287,12.1679943
DEH1_2024,GEMS-0227_FBLL_0043/PHP02,6.222218972
DEH1_2024,GEMS-0227_FBLL_0044/LH287,11.54291622
DEH1_2024,GEMS-0227_FBLL_0044/PHP02,10.99926045
DEH1_2024,GEMS-0227_FBLL_0045/PHP02,9.114227508
DEH1_2024,GEMS-0227_FBLL_0047/LH287,13.52877089
DEH1_2024,GEMS-0227_FBLL_0047/PHP02,7.785295475
DEH1_2024,GEMS-0227_FBLL_0048/PHP02,3.984710444
DEH1_2024,GEMS-0227_FBLL_0049/PHP02,8.29776283
DEH1_2024,GEMS-0227_FBLL_0050/LH287,11.90316198
DEH1_2024,GEMS-0227_FBLL_0051/LH287,10.04567048
DEH1_2024,GEMS-0227_FBLL_0051/PHP02,4.063530129
DEH1_2024,GEMS-0227_FBLL_0052/LH287,6.154403341
DEH1_2024,GEMS-0227_FBLL_0052/PHP02,9.273741246
DEH1_2024,GEMS-0227_FBLL_0053/PHP02,8.494877859
DEH1_2024,GEMS-0227_FBLL_0054/PHP02,6.783253934
DEH1_2024,GEMS-0227_FBLL_0055/PHP02,7.762557516
DEH1_2024,GEMS-0227_FBLL_0056/LH287,10.08009419
DEH1_2024,GEMS-0227_FBLL_0056/PHP02,8.12644407
DEH1_2024,GEMS-0227_FBLL_0057/LH287,8.084521629
DEH1_2024,GEMS-0227_FBLL_0057/PHP02,6.916409493
DEH1_2024,GEMS-0227_FBLL_0058/PHP02,7.565773568
DEH1_2024,GEMS-0227_FBLL_0059/LH287,8.970732232
DEH1_2024,GEMS-0227_FBLL_0062/PHP02,10.46314701
DEH1_2024,GEMS-0227_FBLL_0063/PHP02,3.728809552
DEH1_2024,GEMS-0227_FBLL_0064/LH287,11.64278614
DEH1_2024,GEMS-0227_FBLL_0064/PHP02,4.866073495
DEH1_2024,GEMS-0227_FBLL_0066/PHP02,8.336855125
DEH1_2024,GEMS-0227_FBLL_0067/PHP02,9.124810255
DEH1_2024,GEMS-0227_FBLL_0071/LH287,10.08875623
DEH1_2024,GEMS-0227_FBLL_0071/PHP02,9.037435674
DEH1_2024,GEMS-0227_FBLL_0073/PHP02,7.56541176
DEH1_2024,GEMS-0227_FBLL_0075/LH287,9.891614865
DEH1_2024,GEMS-0227_FBLL_0075/PHP02,10.78830182
DEH1_2024,GEMS-0227_FBLL_0079/PHP02,8.955758245
DEH1_2024,GEMS-0227_FBLL_0082/PHP02,8.246439167
DEH1_2024,GEMS-0227_FBLL_0084/LH287,11.54096322
DEH1_2024,GEMS-0227_FBLL_0085/LH287,12.84599121
DEH1_2024,GEMS-0227_FBLL_0085/PHP02,9.223289759
DEH1_2024,GEMS-0227_FBLL_0086/PHP02,8.207936557
DEH1_2024,GEMS-0227_FBLL_0087/PHP02,6.096726806
DEH1_2024,GEMS-0227_FBLL_0088/LH287,11.86886798
DEH1_2024,GEMS-0227_FBLL_0089/LH287,12.41380096
DEH1_2024,GEMS-0227_FBLL_0090/PHP02,9.297854858
DEH1_2024,GEMS-0227_FBLL_0093/PHP02,7.445290419
DEH1_2024,GEMS-0227_FBLL_0094/PHP02,10.55363831
DEH1_2024,GEMS-0227_FBLL_0095/PHP02,6.18258945
DEH1_2024,GEMS-0227_FBLL_0097/LH287,11.5963395
DEH1_2024,GEMS-0227_FBLL_0097/PHP02,8.40274345
DEH1_2024,GEMS-0227_FBLL_0098/LH287,10.13942649
DEH1_2024,GEMS-0227_FBLL_0098/PHP02,10.02233305
DEH1_2024,GEMS-0227_FBLL_0101/PHP02,9.372544523
DEH1_2024,GEMS-0227_FBLL_0102/PHP02,8.444979619
DEH1_2024,GEMS-0227_FBLL_0104/PHP02,9.169264416
DEH1_2024,GEMS-0227_FBLL_0105/PHP02,6.061342205
DEH1_2024,GEMS-0227_FBLL_0107/PHP02,10.99350301
DEH1_2024,GEMS-0227_FBLL_0110/LH287,10.75783655
DEH1_2024,GEMS-0227_FBLL_0110/PHP02,7.112533762
DEH1_2024,GEMS-0227_FBLL_0111/PHP02,4.91719376
DEH1_2024,GEMS-0227_FBLL_0113/LH287,11.22587144
DEH1_2024,GEMS-0227_FBLL_0113/PHP02,8.013086991
DEH1_2024,GEMS-0227_FBLL_0114/LH287,12.09385749
DEH1_2024,GEMS-0227_FBLL_0114/PHP02,9.771127966
DEH1_2024,GEMS-0227_FBLL_0115/LH287,9.376169043
DEH1_2024,GEMS-0227_FBLL_0115/PHP02,8.217337455
DEH1_2024,GEMS-0227_FBLL_0116/PHP02,6.265141129
DEH1_2024,GEMS-0227_FBLL_0117/PHP02,6.306465795
DEH1_2024,GEMS-0227_FBLL_0121/LH287,8.573038452
DEH1_2024,GEMS-0227_FBLL_0121/PHP02,7.2160275
DEH1_2024,GEMS-0227_FBLL_0124/PHP02,8.707040902
DEH1_2024,GEMS-0227_FBLL_0125/PHP02,6.606662689
DEH1_2024,GEMS-0227_FBLL_0127/PHP02,8.499000079
DEH1_2024,GEMS-0227_FBLL_0133/LH287,11.55102468
DEH1_2024,GEMS-0227_FBLL_0133/PHP02,3.883637409
DEH1_2024,GEMS-0227_FBLL_0136/PHP02,8.0180036
DEH1_2024,GEMS-0227_FBLL_0140/PHP02,6.891821243
DEH1_2024,GEMS-0227_FBLL_0141/LH287,10.6168168
DEH1_2024,GEMS-0227_FBLL_0141/PHP02,10.71814313
DEH1_2024,GEMS-0227_PHB47_0001/LH287,10.69165895
DEH1_2024,GEMS-0227_PHB47_0002/LH287,11.23164288
DEH1_2024,GEMS-0227_PHB47_0002/PHP02,9.566014848
DEH1_2024,GEMS-0227_PHB47_0003/LH287,6.635231138
DEH1_2024,GEMS-0227_PHB47_0004/PHP02,9.100407627
DEH1_2024,GEMS-0227_PHB47_0007/PHP02,7.610178825
DEH1_2024,GEMS-0227_PHB47_0009/LH287,6.811955112
DEH1_2024,GEMS-0227_PHB47_0010/PHP02,8.700579073
DEH1_2024,GEMS-0227_PHB47_0011/PHP02,8.252607347
DEH1_2024,GEMS-0227_PHB47_0012/PHP02,7.632414822
DEH1_2024,GEMS-0227_PHB47_0014/PHP02,8.507816776
DEH1_2024,GEMS-0227_PHB47_0016/PHP02,6.228890489
