Env,Hybrid,Yield_Mg_ha
DEH1_2022,GEMN-0225/LH244,9.93617567258557
DEH1_2022,GEMN-0225_LH212HT_0002/LH244,10.1281621421737
DEH1_2022,GEMN-0225_LH212HT_0003/LH244,10.1406843529725
DEH1_2022,GEMN-0225_LH212HT_0005/LH244,9.9958702319465
DEH1_2022,GEMN-0225_LH212HT_0006/LH244,9.94406013587552
DEH1_2022,GEMN-0225_LH212HT_0008/LH244,9.72474235414869
DEH1_2022,GEMN-0225_LH212HT_0009/LH244,9.76027376359474
DEH1_2022,GEMN-0225_LH212HT_0015/LH244,9.96700547955484
DEH1_2022,GEMN-0225_LH212HT_0017/LH244,10.0934051165347
DEH1_2022,GEMN-0225_LH212HT_0021/LH244,10.1970160578721
DEH1_2022,GEMN-0225_LH212HT_0023/LH244,9.9683697300288
DEH1_2022,GEMN-0225_LH212HT_0024/LH244,9.75917634900118
DEH1_2022,GEMN-0225_LH212HT_0025/LH244,9.85586265016646
DEH1_2022,GEMN-0225_LH212HT_0029/LH244,10.0324709758676
DEH1_2022,GEMN-0225_LH212HT_0036/LH244,10.0257239136269
DEH1_2022,GEMN-0225_LH212HT_0038/LH244,10.1800608113317
DEH1_2022,GEMN-0225_LH212HT_0040/LH244,10.1751942985487
DEH1_2022,GEMN-0225_LH212HT_0043/LH244,9.50405367882278
DEH1_2022,GEMN-0225_PHJ89_0001/LH244,9.51989884792956
DEH1_2022,GEMN-0225_PHJ89_0002/LH244,9.73779000711378
DEH1_2022,GEMN-0225_PHJ89_0003/LH244,9.45301060567721
DEH1_2022,GEMN-0225_PHJ89_0004/LH244,9.40585122034009
DEH1_2022,GEMN-0225_PHJ89_0005/LH244,9.58855038090054
DEH1_2022,GEMN-0225_PHJ89_0006/LH244,9.1365135325996
DEH1_2022,GEMN-0225_PHJ89_0008/LH244,9.6703745806321
DEH1_2022,GEMN-0225_PHJ89_0009/LH244,9.17323484577923
DEH1_2022,GEMN-0225_PHJ89_0013/LH244,9.8250408658883
DEH1_2022,GEMN-0225_PHJ89_0014/LH244,9.55633852790385
DEH1_2022,GEMN-0225_PHJ89_0015/LH244,9.48822420426265
DEH1_2022,GEMN-0225_PHJ89_0016/LH244,9.70913220335449
DEH1_2022,GEMN-0225_PHJ89_0017/LH244,9.41948325916951
DEH1_2022,GEMN-0225_PHJ89_0018/LH244,9.63207274383767
DEH1_2022,GEMN-0225_PHJ89_0019/LH244,9.43882024243945
DEH1_2022,GEMN-0225_PHJ89_0020/LH244,9.81933333614475
DEH1_2022,GEMN-0225_PHJ89_0021/LH244,9.74617623801248
DEH1_2022,GEMN-0225_PHJ89_0022/LH244,9.23646087571385
DEH1_2022,GEMN-0225_PHJ89_0025/LH244,9.81233133588942
DEH1_2022,GEMN-0225_PHJ89_0026/LH244,9.16281522388666
DEH1_2022,GEMN-0225_PHJ89_0027/LH244,9.51051123687479
DEH1_2022,GEMN-0225_PHJ89_0032/LH244,9.53269671499335
DEH1_2022,GEMN-0225_PHK76_0001/LH244,9.52607556137104
DEH1_2022,GEMN-0225_PHK76_0002/LH244,9.46635145238122
DEH1_2022,GEMN-0225_PHK76_0003/LH244,9.54496260361445
DEH1_2022,GEMN-0225_PHK76_0004/LH244,9.36836346175721
DEH1_2022,GEMN-0225_PHK76_0005/LH244,9.64990299393082
DEH1_2022,GEMN-0225_PHK76_0007/LH244,9.96757639583529
DEH1_2022,GEMN-0225_PHK76_0008/LH244,9.21460702206049
DEH1_2022,GEMN-0225_PHK76_0010/LH244,9.5567971050509
DEH1_2022,GEMN-0225_PHK76_0012/LH244,9.01932938460942
DEH1_2022,GEMN-0225_PHK76_0013/LH244,9.46054710972859
DEH1_2022,GEMN-0225_PHK76_0014/LH244,9.62068183248887
DEH1_2022,GEMN-0225_PHK76_0018/LH244,9.63106307061314
DEH1_2022,GEMN-0225_PHK76_0019/LH244,9.53298264275526
DEH1_2022,GEMN-0225_PHK76_0021/LH244,9.62328944136739
DEH1_2022,GEMN-0225_PHK76_0022/LH244,9.54461470480498
DEH1_2022,GEMN-0225_PHK76_0027/LH244,9.41922423528315
DEH1_2022,GEMN-0225_PHK76_0028/LH244,9.55621596841903
DEH1_2022,GEMN-0225_PHK76_0031/LH244,9.18381720966281
DEH1_2022,GEMN-0225_PHK76_0032/LH244,9.25997623681176
DEH1_2022,GEMN-0225_PHN46_0001/LH244,9.72179879547975
DEH1_2022,GEMN-0225_PHN46_0002/LH244,9.68562784257016
DEH1_2022,GEMN-0225_PHN46_0003/LH244,9.86114163694041
DEH1_2022,GEMN-0225_PHN46_0004/LH244,9.56191356422219
DEH1_2022,GEMN-0225_PHN46_0005/LH244,9.41169859214401
DEH1_2022,GEMN-0225_PHN46_0006/LH244,9.57417808982553
DEH1_2022,GEMN-0225_PHN46_0008/LH244,9.53318374686668
DEH1_2022,GEMN-0225_PHN46_0021/LH244,9.83228454033244
DEH1_2022,GEMN-0225_PHP02_0001/LH244,9.74572986341738
DEH1_2022,GEMN-0225_PHP02_0002/LH244,9.56462636585123
DEH1_2022,GEMN-0225_PHP02_0003/LH244,9.67655084528269
DEH1_2022,GEMN-0225_PHP02_0005/LH244,9.37826546206388
DEH1_2022,GEMN-0225_PHP02_0006/LH244,9.88953324609552
DEH1_2022,GEMN-0225_PHP02_0007/LH244,9.59847598675903
DEH1_2022,GEMN-0225_PHP02_0008/LH244,9.30552607478099
DEH1_2022,GEMN-0225_PHP02_0009/LH244,9.68685677691575
DEH1_2022,GEMN-0225_PHP02_0010/LH244,9.58820037515067
DEH1_2022,GEMN-0225_PHP02_0012/LH244,9.55477721883095
DEH1_2022,GEMN-0225_PHP02_0013/LH244,9.56946277253152
DEH1_2022,GEMN-0225_PHP02_0014/LH244,9.54763160968588
DEH1_2022,GEMN-0225_PHP02_0015/LH244,9.85403018177378
DEH1_2022,GEMN-0225_PHP02_0017/LH244,9.24261226056886
DEH1_2022,GEMN-0232/LH244,10.0183982788412
DEH1_2022,GEMN-0238/LH244,9.66488358163883
DEH1_2022,GEMN-0257/LH244,9.62816167966859
DEH1_2022,GEMN-0270/LH244,9.57883069489142
DEH1_2022,GEMN-0271/LH244,9.77152050856786
DEH1_2022,GEMN-0287/LH244,9.75365511676609
DEH1_2022,LH185/LH244,10.6740753055446
DEH1_2022,LH195/PHZ51,9.00502074177446
DEH1_2022,LH212HT/LH244,10.0185722044573
DEH1_2022,LH213/LH244,10.0656755731313
DEH1_2022,LH216/LH244,10.4076793588758
DEH1_2022,LH244/MO17,10.9925529104714
DEH1_2022,LH244/PHK76,9.66008140157191
DEH1_2022,LH244/PHZ51,9.54975615957438
DEH1_2022,LH283/LH244,8.79001323245094
DEH1_2022,LH287/LH244,10.4131534870639
DEH1_2022,LH82/LH244,8.62783086480672
DEH1_2022,M162W/LH244,9.34904759644742
DEH1_2022,M37W/LH244,9.00400150801772
DEH1_2022,MBUB/LH244,9.48854785106628
DEH1_2022,MM501D/LH244,9.90229285345232
DEH1_2022,MO17_PHW30-008-(2N)-01/LH244,9.85423508066031
DEH1_2022,MO17_PHW30-200-(2N)-02/LH244,9.76814622395057
DEH1_2022,MO17_PHW30-309-(2N)-01/LH244,10.0826792413906
DEH1_2022,MO44/LH244,9.65613096046227
DEH1_2022,MO44_LH145_0127/LH244,9.75899898688818
DEH1_2022,MO44_LH145_0138/LH244,8.44343312955099
DEH1_2022,MO44_PHG47_0072/LH244,8.94679896685571
DEH1_2022,MO44_PHG47_0125/LH244,9.39190220557625
DEH1_2022,MO44_PHW65_0025/LH244,10.0405092558983
DEH1_2022,MO44_PHW65_0035/LH244,9.07054221878919
DEH1_2022,MOG/LH244,9.41321767607801
DEH1_2022,NC350/LH244,9.47658050104318
DEH1_2022,NC358/LH244,9.87750476690734
DEH1_2022,NC360/LH244,9.45231730689419
DEH1_2022,NC366/LH244,9.21402812156362
DEH1_2022,NC374/LH244,9.061243237096
DEH1_2022,NC378/LH244,9.3970825966864
DEH1_2022,NC388/LH244,9.32638515560308
DEH1_2022,NC398/LH244,9.4279361202846
DEH1_2022,NC406/LH244,9.05610944209027
DEH1_2022,NC428/LH244,9.42834424735543
DEH1_2022,NC438/LH244,9.32680241565146
DEH1_2022,NC454/LH244,9.28850189824593
DEH1_2022,NC456/LH244,9.31440417776393
DEH1_2022,NC458/LH244,9.48321916564549
DEH1_2022,NC512/LH244,9.33202277777107
DEH1_2022,NC528/LH244,9.02787007749168
DEH1_2022,NC530/LH244,9.8293807610849
DEH1_2022,NC540/LH244,9.55194436435539
DEH1_2022,NC542/LH244,9.27503578801531
DEH1_2022,NC546/LH244,9.05202717277348
DEH1_2022,NC548/LH244,9.35632100457319
DEH1_2022,NKH8431/LH244,9.0264758216454
DEH1_2022,OH43/LH244,9.85726784031364
DEH1_2022,PH207/LH244,9.57054986179295
DEH1_2022,PH24E/LH244,10.141539352991
DEH1_2022,PHAP9/LH244,9.41878780121311
DEH1_2022,PHB47/LH244,8.31353164901564
DEH1_2022,PHB47/PHN82,10.008192112282
DEH1_2022,PHB47/PHZ51,8.43309616482739
DEH1_2022,PHG29/PHG47,7.92370304084674
DEH1_2022,PHG35/LH244,10.0877164625464
DEH1_2022,PHG47/LH244,9.22272766058368
DEH1_2022,PHJ40/PHAJ0,7.36479405072102
DEH1_2022,PHJ89/LH244,9.49062447926544
DEH1_2022,PHJ90/LH244,9.3077027113052
DEH1_2022,PHK56/LH244,10.1579676930419
DEH1_2022,PHKE6/LH244,9.1629558454327
DEH1_2022,PHN11/LH244,9.52555827159759
DEH1_2022,PHN11_LH145_0005/LH244,8.12299445780688
DEH1_2022,PHN11_LH145_0028/LH244,8.28215612422504
DEH1_2022,PHN11_LH145_0085/LH244,8.4249800875164
DEH1_2022,PHN11_OH43_0001/LH244,9.45868721966704
DEH1_2022,PHN11_OH43_0075/LH244,9.18493896507616
DEH1_2022,PHN11_OH43_0088/LH244,9.27718080359194
DEH1_2022,PHN11_PHG47_0251/LH244,8.89957036030887
DEH1_2022,PHN11_PHG47_0287/LH244,8.71923366164764
DEH1_2022,PHN11_PHW65_0312/LH244,9.15695935809191
DEH1_2022,PHN11_PHW65_0323/LH244,10.3446529317558
DEH1_2022,PHN11_PHW65_0359/LH244,9.66452639127857
DEH1_2022,PHN46/LH244,9.37180743524102
DEH1_2022,PHP02/LH244,9.77358618970541
DEH1_2022,PHP55/LH244,9.31076749716989
DEH1_2022,PHR03/LH244,9.93545505964481
